scorer,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey
labeled-data,815.949579,335.6455012,819.2810354,470.5694847,704.3457903,435.5891927,636.0509345,352.3027831,517.7842329,483.8953102,626.0565653,483.8953102,825.9439482,583.8390016,739.3260823,595.4990989,674.3626828,777.0634717,647.7110318,991.9424083,716.0058876,563.8502633,661.0368573,757.0747334
labeled-data,785.9664716,357.2999677,784.3007434,463.9065719,699.3486057,468.9037565,621.0593808,405.6060852,526.1128739,542.1957968,641.048119,543.861525,852.5955992,597.1648271,749.3204514,617.1535654,681.0255956,778.7291999,752.6519078,597.1648271,652.7082164,990.2766801,687.6885084,778.7291999
labeled-data,825.9439482,418.9319107,884.2444348,490.5582229,779.3035588,570.5131761,657.7054009,490.5582229,602.7363707,643.8052165,597.7391861,743.7489079,915.8932705,650.4681292,825.9439482,663.7939547,706.0115185,783.7263845,899.2359886,760.4061898,639.3823908,988.6109519,887.5758912,882.0043477
labeled-data,872.5843375,427.2605517,927.5533678,522.2070586,832.6068609,528.8699713,699.3486057,478.8981256,619.3936526,615.4878372,556.0959813,723.7601696,962.5336598,662.1282266,839.2697737,663.7939547,719.337344,797.05221,982.5223981,772.0662871,639.3823908,986.9452237,1017.50269,870.3442504
labeled-data,945.8763779,425.5948235,1040.822885,413.9347262,1007.508321,463.9065719,779.3035588,450.5807464,666.0340419,463.9065719,574.4189914,575.5103607,1022.499875,683.782693,897.5702604,690.4456058,790.9636562,827.0353174,1127.440751,790.3892972,651.0424882,983.6137673,1214.058617,910.3217269
labeled-data,974.1937571,417.2661826,1079.134633,403.940357,1084.131818,460.5751155,822.6124918,440.5863772,709.3429748,425.5948235,604.4020988,525.5385149,1030.828516,683.782693,915.8932705,685.4484212,805.9552099,832.032502,1159.089586,777.0634717,662.7025855,978.6165827,1242.375996,931.9761934
labeled-data,1054.14871,417.2661826,1159.089586,410.6032698,1194.069878,473.900941,894.238804,445.5835618,799.2922971,407.2718134,692.6856929,445.5835618,1054.14871,692.111334,965.8651162,687.1141494,849.2641428,858.684153,1215.724345,773.7320153,679.3598674,973.6193982,1264.030462,965.2907572
labeled-data,1187.40698,583.8390159,1172.415426,743.7489222,1317.333779,753.7432913,1160.755329,453.912217,1172.415426,418.931925,1115.780668,327.3168746,1120.777852,715.4315429,1090.794745,672.12261,970.862315,863.6813519,1289.016399,815.3752344,782.6350295,888.6672748,1309.005138,993.6081508
labeled-data,1207.395718,602.162026,1134.103678,730.4230967,1274.024846,780.3949424,1245.707466,493.8896936,1342.319702,472.2352271,1460.586403,507.2155191,1097.457658,690.4456201,1095.791929,668.7911536,1060.811637,865.3470801,1254.036107,828.7010599,874.25008,865.3470801,1297.34504,1000.271064
labeled-data,1194.069893,582.1732877,1049.15154,618.8193079,1122.44358,742.083194,1325.66242,545.5272675,1380.63145,677.1197946,1413.946014,820.3724189,1132.43795,662.1282409,1150.76096,642.1395026,1107.452027,813.7095062,1220.721544,820.3724189,932.5505667,825.3696035,1287.350671,993.6081508
labeled-data,1182.409795,503.8840628,1094.126201,458.9094016,1042.488627,572.1789186,1360.642712,592.1676569,1274.024846,670.4568818,1142.432319,695.4428047,1167.418242,637.142318,1197.401349,633.8108616,1137.435134,703.7714456,1207.395718,822.0381471,979.190956,632.1451334,1277.356302,998.6053353
labeled-data,1159.089601,453.912217,1060.811637,487.2267809,1082.466104,602.162026,1382.297178,453.912217,1410.614557,582.1732877,1447.260578,698.774261,1182.409795,640.4737744,1269.027661,612.1563951,1300.676497,640.4737744,1234.047369,807.0465934,1170.749698,605.4934824,1294.013584,990.2766944
