scorer,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey
labeled-data,1072.864768,330.2716451,958.3227529,375.6111929,991.7308408,468.6765805,1244.677792,389.9289448,1292.403632,523.5612963,1251.836668,611.8541,1010.821177,540.2653402,1151.612404,547.4242162,1163.543864,721.6235315,951.1638769,657.1936478,1230.36004,860.028467,920.142081,845.7107151
labeled-data,1046.615557,332.657937,934.459833,387.5426528,893.8928691,447.1999526,1213.655996,392.3152368,1270.927004,506.8572524,1282.858464,619.0129759,986.9582568,535.4927563,1120.590608,547.4242162,1144.453528,719.2372396,901.0517451,673.8976917,1227.973748,857.642175,815.1452334,829.0066711
labeled-data,1010.821177,339.816813,903.4380371,370.8386089,805.6000655,401.8604048,1173.089032,380.3837769,1268.540712,461.5177046,1332.970595,578.4460121,958.3227529,540.2653402,1089.568812,549.8105082,1108.659148,728.7824075,841.3944453,683.4428597,1223.201164,855.255883,726.8524298,805.1437512
labeled-data,986.9582568,346.975689,870.0299492,335.044229,772.1919776,370.8386089,1134.90836,368.4523169,1261.381836,416.1781567,1330.584303,516.4024203,941.618709,549.8105082,1056.160725,561.7419682,1072.864768,740.7138675,803.2137735,681.0565677,1216.042288,864.801051,691.0580499,793.2122913
labeled-data,936.846125,344.589397,831.8492774,330.2716451,734.0113058,368.4523169,1063.3196,356.520857,1185.020492,327.8853531,1247.064084,389.9289448,891.5065772,561.7419682,984.5719648,578.4460121,1006.048593,783.6671233,750.7153497,647.6484798,1192.179368,855.255883,702.9895099,788.4397073
labeled-data,901.0517451,358.9071489,855.7121973,370.8386089,750.7153497,397.0878208,1029.911513,368.4523169,1134.90836,361.2934409,1144.453528,335.044229,865.2573653,580.8323041,927.300957,587.9911801,982.1856728,793.2122913,743.5564737,645.2621878,1165.930156,864.801051,719.6935538,793.2122913
labeled-data,879.5751172,387.5426528,843.7807373,435.2684927,791.2823135,444.8136606,958.3227529,377.9974849,1068.092184,389.9289448,1051.388141,282.5458052,848.5533213,583.2185961,865.2573653,590.3774721,958.3227529,788.4397073,738.7838897,650.0347718,1149.226112,855.255883,705.3758019,793.2122913
labeled-data,881.9614092,411.4055727,872.4162412,463.9039965,805.6000655,478.2217485,920.142081,382.7700689,965.4816289,368.4523169,996.5034247,292.0909732,860.4847813,587.9911801,841.3944453,595.150056,944.005001,781.2808313,743.5564737,640.4896039,1134.90836,843.3244231,710.1483859,783.6671233
labeled-data,889.1202852,435.2684927,889.1202852,504.4709604,827.0766934,521.1750043,784.1234376,375.6111929,700.6032179,346.975689,614.6967062,273.0006373,891.5065772,571.2871361,815.1452334,578.4460121,846.1670293,797.9848753,767.4193936,654.8073558,1029.911513,812.3026272,712.5346778,790.8259993
labeled-data,891.5065772,440.0410766,920.142081,528.3338803,872.4162412,597.536348,741.1701817,432.8822007,717.3072618,559.3556762,776.9645616,645.2621878,872.4162412,525.9475883,757.8742257,514.0161283,741.1701817,735.9412835,781.7371456,664.3525238,908.2106211,778.8945393,719.6935538,786.0534153
labeled-data,884.3477012,389.9289448,862.8710733,394.7015288,912.9832051,492.5395004,776.9645616,404.2466968,748.3290577,525.9475883,841.3944453,545.0379242,831.8492774,497.3120844,710.1483859,463.9039965,664.808838,664.3525238,762.6468097,673.8976917,765.0331016,578.4460121,719.6935538,793.2122913
labeled-data,896.2791611,387.5426528,862.8710733,392.3152368,910.5969131,490.1532084,786.5097296,406.6329888,786.5097296,492.5395004,843.7807373,530.7201723,822.3041094,482.9943325,707.7620939,463.9039965,655.2636701,650.0347718,757.8742257,673.8976917,729.2387218,549.8105082,726.8524298,790.8259993
