scorer,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey
labeled-data,1089.452117,276.7778343,1066.131923,253.4576396,1141.089691,281.7750189,1144.421148,296.7665726,1164.409886,310.0923981,1192.727265,380.0529821,1009.497164,473.3337608,1111.106584,483.3281299,1211.050275,634.9093953,977.8483286,623.2492979,1207.718819,689.8784255,926.2107547,793.1535734
labeled-data,1082.789205,268.4491934,1009.497164,246.7947269,1054.471825,293.4351162,1121.100953,300.098029,1139.423963,290.1036598,1182.732896,341.7412337,1004.49998,486.6595863,1092.783574,493.3224991,1191.061537,644.9037644,944.5337648,609.9234724,1207.718819,691.5441537,884.56755,793.1535734
labeled-data,957.8595904,280.1092907,851.2529862,300.098029,824.6013351,346.7384183,1067.797651,290.1036598,1082.789205,293.4351162,1144.421148,246.7947269,957.8595904,514.9769656,1064.466195,519.9741501,1141.089691,684.881241,847.9215298,631.5779389,1214.381732,693.2098819,817.9384224,813.1423116
labeled-data,897.8933755,313.4238545,837.9271607,395.0445358,764.6351203,408.3703614,1047.808913,308.4266699,1142.75542,306.7609417,1104.443671,231.8031732,936.2051239,529.9685193,1031.151631,536.631432,1132.76105,679.8840564,816.2726942,629.9122107,1217.713188,679.8840564,794.6182277,819.8052244
labeled-data,884.56755,333.4125928,844.5900734,425.0276433,761.3036639,435.0220124,1039.480272,306.7609417,1137.758235,286.7722035,1084.454933,228.4717168,937.8708521,538.2971602,1019.491533,539.9628884,1127.763866,676.5526,804.6125968,628.2464825,1219.378916,684.881241,792.9524995,819.8052244
labeled-data,864.5788117,373.3900694,852.9187144,481.6624017,759.6379357,498.3196836,976.1826005,301.7637572,1057.803282,253.4576396,1104.443671,210.1487067,924.5450266,546.6258012,994.5056106,539.9628884,1117.769497,699.8727947,792.9524995,633.2436671,1216.04746,676.5526,789.6210431,821.4709526
labeled-data,866.2445399,391.7130795,874.5731808,506.6483246,784.6238586,541.6286166,877.9046372,306.7609417,829.5985197,246.7947269,739.6491974,260.1205524,917.8821138,528.3027911,971.1854159,528.3027911,1059.46901,731.5216303,811.2755096,633.2436671,1192.727265,713.1986202,789.6210431,811.4765835
labeled-data,857.9158989,333.4125928,922.8792984,426.6933715,864.5788117,514.9769656,782.9581304,340.0755056,727.9891001,471.6680326,649.6998751,526.6370629,912.8849292,506.6483246,951.1966776,493.3224991,1002.834252,708.2014356,836.2614325,643.2380362,1171.072799,714.8643484,794.6182277,816.473768
labeled-data,847.9215298,326.74968,977.8483286,360.0642438,944.5337648,458.3422071,732.9862847,393.3788076,826.2670633,514.9769656,851.2529862,514.9769656,904.5562883,474.999489,899.5591037,478.3309454,1017.825805,698.2070665,844.5900734,644.9037644,1171.072799,641.572308,796.2839559,813.1423116
labeled-data,841.258617,300.098029,954.528134,290.1036598,969.5196877,400.0417204,711.3318182,401.7074486,824.6013351,499.9854118,927.8764829,486.6595863,891.2304627,466.670848,857.9158989,488.3253145,1016.160077,678.2183282,841.258617,644.9037644,1174.404255,548.2915294,789.6210431,811.4765835
labeled-data,831.2642479,298.4323008,941.2023085,286.7722035,966.1882313,386.7158949,712.9975464,383.3844385,811.2755096,493.3224991,924.5450266,479.9966736,906.2220165,446.6821097,852.9187144,479.9966736,1009.497164,666.5582309,841.258617,633.2436671,1187.730081,523.3056065,792.9524995,811.4765835
labeled-data,832.9299761,275.1121061,944.5337648,278.4435625,961.1910467,376.7215257,711.3318182,340.0755056,771.298033,478.3309454,881.2360936,523.3056065,904.5562883,425.0276433,837.9271607,450.0135661,979.5140568,644.9037644,846.2558016,633.2436671,1136.092507,484.9938581,801.2811405,813.1423116
