scorer,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey
labeled-data,952.7729364,226.7470127,997.2280552,246.307265,1079.025474,262.3111077,944.7710151,274.758541,954.5511412,322.7700692,962.5530626,385.0072355,863.862699,383.2290307,914.5415343,384.1181331,1003.451772,487.2540086,921.6543533,486.3649062,972.3331887,564.6059152,955.4402436,625.0648767
labeled-data,910.9851248,230.3034222,892.313975,211.6322724,951.8838341,243.6399579,918.0979438,256.0873911,948.3274246,272.0912339,952.7729364,308.5444312,855.1786263,402.2909097,911.0778866,406.6751654,989.9944895,526.1461336,856.2746902,510.8012386,972.4574666,569.9886908,839.8337313,652.1934854
labeled-data,889.1566081,235.6891925,858.4668181,210.4797221,916.5582063,252.1301514,920.942462,263.0907907,927.5188456,256.5144071,951.632252,283.9160054,849.6983066,407.7712293,911.0778866,408.8672932,984.5141699,536.010709,836.5455395,512.9933665,972.4574666,568.8926268,819.0085166,663.1541247
labeled-data,774.0698955,257.6104711,709.4021237,313.5097314,689.672973,354.0640968,880.3880966,258.706535,932.9991652,259.8025989,915.4621423,191.8466353,819.0085166,442.845275,911.0778866,436.2688915,954.9204438,556.8359236,754.3407448,526.1461336,993.2826813,563.4123072,748.8604252,688.3635951
labeled-data,740.0919137,306.9333479,724.7470187,384.7538868,678.7123337,409.9633572,868.3313934,249.9380236,960.4007634,223.6324893,911.0778866,191.8466353,810.2400052,447.2295307,892.4447998,446.1334668,959.3046995,563.4123072,731.3234023,523.9540058,998.7630009,555.7398597,744.4761695,691.6517869
labeled-data,733.5155302,324.4703707,735.707658,413.251549,677.6162698,435.1728275,833.2573477,256.5144071,914.3660784,206.0954664,946.1519324,157.8686536,805.8557495,451.6137865,884.7723523,445.0374029,958.2086356,574.3729465,730.2273384,527.2421975,998.7630009,549.1634761,740.0919137,685.0754033
labeled-data,740.0919137,358.4483525,757.6289366,429.6925079,691.8651009,462.5744257,793.7990463,277.3396218,762.0131923,230.2088728,709.4021237,268.5711104,802.5675577,442.845275,880.3880966,434.0767636,927.5188456,601.7745447,743.3801055,534.914645,1006.435448,563.4123072,744.4761695,688.3635951
labeled-data,735.707658,289.396325,810.2400052,351.8719689,775.1659595,438.4610193,679.8083977,328.8546264,689.672973,443.941339,663.3674387,517.3776222,809.1439413,417.6358047,858.4668181,393.5223982,909.9818227,574.3729465,775.1659595,529.4343254,1002.051193,559.0280515,747.7643612,686.1714672
labeled-data,735.707658,285.0120693,819.0085166,320.086115,788.3187266,403.3869736,669.9438223,339.8152657,717.0745712,451.6137865,722.5548909,515.1854943,804.7596855,417.6358047,845.3140509,394.6184622,925.3267177,562.3162433,777.3580873,536.010709,1009.72364,533.8185811,744.4761695,683.9793394
labeled-data,760.9171284,235.6891925,860.6589459,268.5711104,832.1612838,342.0073936,654.5989273,280.6278136,714.8824434,386.9460147,775.1659595,427.50038,788.3187266,372.6971836,776.2620234,374.8893114,937.3834209,495.4563436,795.9911741,534.914645,1073.295348,367.2168639,749.9564891,673.0187001
labeled-data,766.397448,232.4010007,860.6589459,274.05143,831.0652198,352.9680329,656.7910552,258.706535,700.6336123,374.8893114,740.0919137,447.2295307,788.3187266,350.775905,775.1659595,367.2168639,924.2306538,488.87996,791.6069184,526.1461336,1064.526837,357.3522886,747.7643612,676.3068919
labeled-data,775.1659595,217.0561057,863.9471377,290.4923889,811.3360691,363.9286722,668.8477584,228.016745,675.4241419,344.1995214,653.5028634,432.9806997,797.087238,354.0640968,766.397448,354.0640968,868.3313934,479.0153847,782.838407,529.4343254,1011.915768,388.0420786,741.1879777,679.5950836
