scorer,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey
labeled-data,1015.234566,328.1236628,996.6014791,319.3551514,1084.286593,359.9095167,1068.941698,344.5646217,1106.207872,363.1977085,1145.666173,437.7300557,926.4533877,525.41517,1022.907013,525.41517,1145.666173,675.5759282,891.3793419,684.3444396,1145.666173,749.0122114,847.5367848,859.7146683
labeled-data,964.9908322,320.0164654,889.3624211,305.7676343,921.148275,357.282639,1032.946796,339.7456161,1063.636586,322.2085932,1117.343718,374.8196618,910.1876357,547.9977626,1013.217645,545.8056347,1114.055526,716.7916076,819.2143296,680.6214979,1146.937444,759.5381008,750.1623021,870.2405576
labeled-data,927.7246586,324.4007211,820.3103936,316.7282736,826.8867771,384.6842372,1015.409773,341.937744,1039.523179,316.7282736,1103.094887,340.84168,888.2663572,557.8623379,1001.160942,555.6702101,1086.653928,731.0404387,779.7560282,685.0057537,1149.129572,757.345973,726.0488957,874.6248133
labeled-data,909.0915718,328.7849768,791.8127314,327.6889129,787.4284757,392.3566847,1000.064878,334.2652965,1024.178284,313.4400818,1106.383079,324.4007211,880.5939097,561.1505297,989.1042386,561.1505297,1072.405097,742.001078,774.2757086,689.3900094,1144.745316,756.249909,716.1843203,874.6248133
labeled-data,817.0222018,352.8983832,742.4898546,409.8937075,686.5905943,448.255945,958.4144486,361.6668947,1037.331051,373.7235979,1037.331051,277.2699722,848.8080557,583.0718083,963.8947682,581.9757444,1050.483819,750.7695894,708.5118728,685.0057537,1154.609892,746.3853337,694.2630418,886.6815166
labeled-data,765.5071971,439.4874253,773.1796446,572.1111606,680.0142107,598.4166949,778.6599643,367.147206,797.2930511,284.9424113,784.1402839,177.5281463,819.2143296,591.8403113,879.4978457,595.1285031,992.3924304,801.1885217,704.1276171,685.0057453,1129.400421,746.3853253,686.5905943,884.4893803
labeled-data,767.699325,448.255945,813.73401,539.2292511,737.009535,607.1852147,697.5512336,396.7409404,616.4425028,467.9850958,501.3557903,537.0371233,821.4064575,569.9190411,869.6332704,574.3032969,911.2836997,796.8042744,738.1055989,689.3900094,1081.173609,773.7869319,690.97485,875.7208773
labeled-data,755.6426218,400.0291322,891.5545489,423.0464747,892.6506129,526.076484,631.7873978,465.7929679,698.6472975,607.1852147,732.6252793,660.8923472,798.389115,545.8056347,802.7733707,532.6528676,903.6112522,755.1538451,765.5071971,701.4467126,1068.020841,701.4467126,697.5512336,877.9130051
labeled-data,764.4111332,358.3787029,866.3450786,347.4180636,900.3230604,460.3126483,627.4031421,439.4874336,724.9528318,547.9977626,843.3277361,540.3253151,826.8867771,482.2339268,772.0835807,505.2512693,785.2363479,712.4073519,905.80338,687.1978815,1082.269673,538.1331872,710.7040007,869.1444937
labeled-data,786.3324118,337.5534882,884.9781654,361.6668947,899.2269964,471.2732875,637.2677175,378.1078536,676.7260189,516.2119086,720.5685761,602.800959,834.5592246,467.9850958,741.3937907,485.5221186,832.3670968,642.2592604,775.3717725,697.0624569,961.7026404,497.5788218,697.5512336,870.2405576
labeled-data,794.0048593,329.8810407,899.2269964,375.9157257,891.5545489,486.6181825,649.3244207,343.0338079,636.1716535,491.0024383,627.4031421,591.8403197,842.2316721,464.696904,762.2190053,452.6402008,752.35443,625.8183015,772.0835807,700.3506487,859.768695,544.7095708,704.1276171,871.3366215
labeled-data,808.2536904,307.9597622,898.1309325,405.5094518,840.0395443,500.8670136,669.0535714,287.1345475,582.464521,375.9157257,477.2423839,395.6448765,811.5418821,448.255945,740.2977268,426.3346665,613.154311,564.4387215,765.5071971,685.0057537,513.4124935,726.656183,697.5512336,872.4326855
